Author1 ID,Author1 Name,Author2 ID,Author2 Name,Weight
721,"Sompolinsky, H",670,"Hansel, D",1
724,"Hopfield, J",723,"Harwell, L",0.333333
725,"Leibler, S",723,"Harwell, L",0.333333
725,"Leibler, S",724,"Hopfield, J",0.333333
726,"Murray, A",723,"Harwell, L",0.333333
726,"Murray, A",724,"Hopfield, J",0.333333
726,"Murray, A",725,"Leibler, S",0.333333
729,"Heagy, J",136,"Pecora, L",0.5
729,"Heagy, J",587,"Carroll, T",0.5
731,"Krause, U",730,"Hegselmann, R",1
733,"Xu, H",732,"He, M",0.5
734,"Sun, Q",732,"He, M",0.5
734,"Sun, Q",733,"Xu, H",0.5
736,"Herrmann, C",71,"Barthelemy, M",0.5
737,"Provero, P",736,"Herrmann, C",0.5
737,"Provero, P",71,"Barthelemy, M",0.5
738,"Hong, D",443,"Herrmann, H",0.5
738,"Hong, D",72,"Stanley, H",0.5
739,"Roux, S",443,"Herrmann, H",1
742,"Hilgetag, C",293,"Burns, G",0.9
742,"Hilgetag, C",294,"Young, M",1.9
742,"Hilgetag, C",523,"Chialvo, D",0.333333
743,"Oneill, M",742,"Hilgetag, C",1.4
743,"Oneill, M",293,"Burns, G",0.9
743,"Oneill, M",294,"Young, M",1.4
744,"Scannell, J",742,"Hilgetag, C",1.2
744,"Scannell, J",293,"Burns, G",0.7
744,"Scannell, J",743,"Oneill, M",0.7
744,"Scannell, J",294,"Young, M",2.7
745,"Grant, A",742,"Hilgetag, C",1
746,"Kaiser, M",742,"Hilgetag, C",2.33333
746,"Kaiser, M",294,"Young, M",0.333333
746,"Kaiser, M",523,"Chialvo, D",0.333333
748,"Hanson, J",747,"Hillier, B",1
751,"Huxley, A",750,"Hodgkin, A",1
752,"Hoff, P",719,"Handcock, M",0.5
753,"Raftery, A",752,"Hoff, P",0.5
753,"Raftery, A",719,"Handcock, M",0.5
755,"Leinhardt, S",754,"Holland, P",1
756,"Holme, P",34,"Jeong, H",0.5
756,"Holme, P",78,"Newman, M",0.5
757,"Edling, C",756,"Holme, P",0.5
757,"Edling, C",69,"Amaral, L",0.75
757,"Edling, C",72,"Stanley, H",0.25
758,"Liljeros, F",756,"Holme, P",0.5
758,"Liljeros, F",757,"Edling, C",1.25
758,"Liljeros, F",69,"Amaral, L",0.75
758,"Liljeros, F",72,"Stanley, H",0.25
759,"Ghoshal, G",756,"Holme, P",1
759,"Ghoshal, G",78,"Newman, M",0.5
759,"Ghoshal, G",371,"Moore, C",0.5
760,"Huss, M",756,"Holme, P",1.5
760,"Huss, M",34,"Jeong, H",0.5
761,"Kim, B",756,"Holme, P",1.86667
761,"Kim, B",34,"Jeong, H",0.333333
762,"Yoon, C",756,"Holme, P",0.333333
762,"Yoon, C",761,"Kim, B",0.666667
762,"Yoon, C",34,"Jeong, H",0.333333
763,"Han, S",756,"Holme, P",0.333333
763,"Han, S",761,"Kim, B",0.666667
763,"Han, S",762,"Yoon, C",0.666667
763,"Han, S",34,"Jeong, H",0.333333
764,"Trusina, A",756,"Holme, P",0.533333
764,"Trusina, A",761,"Kim, B",0.533333
764,"Trusina, A",121,"Sneppen, K",0.833333
765,"Minnhagen, P",756,"Holme, P",0.533333
765,"Minnhagen, P",764,"Trusina, A",0.866667
765,"Minnhagen, P",761,"Kim, B",0.533333
765,"Minnhagen, P",121,"Sneppen, K",0.333333
767,"Harkany, T",766,"Holmgren, C",0.333333
768,"Svennenfors, B",766,"Holmgren, C",0.333333
768,"Svennenfors, B",767,"Harkany, T",0.333333
769,"Zilberter, Y",766,"Holmgren, C",0.333333
769,"Zilberter, Y",767,"Harkany, T",0.333333
769,"Zilberter, Y",768,"Svennenfors, B",0.333333
770,"Holter, N",127,"Maritan, A",0.2
770,"Holter, N",126,"Banavar, J",0.2
771,"Mitra, M",770,"Holter, N",0.2
771,"Mitra, M",127,"Maritan, A",0.2
771,"Mitra, M",126,"Banavar, J",0.2
772,"Cieplak, M",770,"Holter, N",0.2
772,"Cieplak, M",771,"Mitra, M",0.2
772,"Cieplak, M",127,"Maritan, A",0.2
772,"Cieplak, M",126,"Banavar, J",0.2
773,"Fedroff, N",770,"Holter, N",0.2
773,"Fedroff, N",771,"Mitra, M",0.2
773,"Fedroff, N",127,"Maritan, A",0.2
773,"Fedroff, N",772,"Cieplak, M",0.2
773,"Fedroff, N",126,"Banavar, J",0.2
774,"Hong, H",761,"Kim, B",1.33333
774,"Hong, H",657,"Oh, E",0.333333
774,"Hong, H",654,"Kahng, B",0.333333
775,"Choi, M",774,"Hong, H",1.33333
775,"Choi, M",761,"Kim, B",1.53333
775,"Choi, M",764,"Trusina, A",0.2
775,"Choi, M",756,"Holme, P",0.2
775,"Choi, M",765,"Minnhagen, P",0.2
776,"Park, H",774,"Hong, H",0.333333
776,"Park, H",761,"Kim, B",0.333333
776,"Park, H",775,"Choi, M",0.333333
778,"Ruppin, E",777,"Horn, N",1
780,"Hufnagel, L",496,"Geisel, T",0.5
781,"Brockmann, D",780,"Hufnagel, L",0.5
781,"Brockmann, D",496,"Geisel, T",0.5
783,"Yang, J",631,"Hu, G",1
784,"Liu, W",631,"Hu, G",0.5
784,"Liu, W",783,"Yang, J",0.5
786,"Beaney, S",785,"Huxham, M",0.5
787,"Raffaelli, D",785,"Huxham, M",0.5
787,"Raffaelli, D",786,"Beaney, S",0.5
788,"Lopezruiz, R",346,"Hwang, D",0.333333
788,"Lopezruiz, R",216,"Boccaletti, S",0.333333
788,"Lopezruiz, R",516,"Moreno, Y",0.333333
789,"Iamnitchi, A",597,"Foster, I",1
790,"Ripeanu, M",789,"Iamnitchi, A",1
790,"Ripeanu, M",597,"Foster, I",1
792,"Igoshin, O",662,"Goldbeter, A",0.333333
793,"Kaiser, D",792,"Igoshin, O",0.333333
793,"Kaiser, D",662,"Goldbeter, A",0.333333
794,"Oster, G",792,"Igoshin, O",0.333333
794,"Oster, G",662,"Goldbeter, A",0.333333
794,"Oster, G",793,"Kaiser, D",0.333333
795,"Ihmels, J",64,"Barkai, N",0.25
796,"Friedlander, G",795,"Ihmels, J",0.25
796,"Friedlander, G",64,"Barkai, N",0.25
797,"Bergmann, S",795,"Ihmels, J",0.25
797,"Bergmann, S",796,"Friedlander, G",0.25
797,"Bergmann, S",64,"Barkai, N",0.25
798,"Ofersarig, Y",795,"Ihmels, J",0.25
798,"Ofersarig, Y",796,"Friedlander, G",0.25
798,"Ofersarig, Y",797,"Bergmann, S",0.25
798,"Ofersarig, Y",64,"Barkai, N",0.25
800,"Chiba, T",799,"Ito, T",0.2
801,"Ozawa, R",799,"Ito, T",0.2
801,"Ozawa, R",800,"Chiba, T",0.2
802,"Yoshida, M",799,"Ito, T",0.2
802,"Yoshida, M",800,"Chiba, T",0.2
802,"Yoshida, M",801,"Ozawa, R",0.2
803,"Hattori, M",799,"Ito, T",0.2
803,"Hattori, M",800,"Chiba, T",0.2
803,"Hattori, M",801,"Ozawa, R",0.2
803,"Hattori, M",802,"Yoshida, M",0.2
804,"Sakaki, Y",799,"Ito, T",0.2
804,"Sakaki, Y",800,"Chiba, T",0.2
804,"Sakaki, Y",801,"Ozawa, R",0.2
804,"Sakaki, Y",802,"Yoshida, M",0.2
804,"Sakaki, Y",803,"Hattori, M",0.2
805,"Itzkovitz, S",62,"Alon, U",0.92619
805,"Itzkovitz, S",362,"Chklovskii, D",0.2
806,"Milo, R",805,"Itzkovitz, S",0.92619
806,"Milo, R",62,"Alon, U",1.25952
806,"Milo, R",362,"Chklovskii, D",0.2
807,"Kashtan, N",805,"Itzkovitz, S",0.92619
807,"Kashtan, N",806,"Milo, R",0.92619
807,"Kashtan, N",62,"Alon, U",0.92619
807,"Kashtan, N",362,"Chklovskii, D",0.2
808,"Ziv, G",805,"Itzkovitz, S",0.25
808,"Ziv, G",806,"Milo, R",0.25
808,"Ziv, G",807,"Kashtan, N",0.25
808,"Ziv, G",62,"Alon, U",0.25
810,"Monod, J",809,"Jacob, F",1
813,"Trajtenberg, M",812,"Jaffe, A",1
815,"Murty, M",814,"Jain, A",0.5
816,"Flynn, P",814,"Jain, A",0.5
816,"Flynn, P",815,"Murty, M",0.5
818,"Krishna, S",817,"Jain, S",1
820,"Amritkar, R",819,"Jalan, S",1
822,"Londei, A",821,"Jankowski, S",0.333333
823,"Mazur, C",821,"Jankowski, S",0.333333
823,"Mazur, C",822,"Londei, A",0.333333
824,"Lozowski, A",821,"Jankowski, S",0.333333
824,"Lozowski, A",822,"Londei, A",0.333333
824,"Lozowski, A",823,"Mazur, C",0.333333
826,"Yu, H",825,"Jansen, R",0.111111
827,"Greenbaum, D",825,"Jansen, R",0.111111
827,"Greenbaum, D",826,"Yu, H",0.111111
828,"Kluger, Y",825,"Jansen, R",0.111111
828,"Kluger, Y",826,"Yu, H",0.111111
828,"Kluger, Y",827,"Greenbaum, D",0.111111
829,"Krogan, N",825,"Jansen, R",0.111111
829,"Krogan, N",826,"Yu, H",0.111111
829,"Krogan, N",827,"Greenbaum, D",0.111111
829,"Krogan, N",828,"Kluger, Y",0.111111
830,"Chung, S",825,"Jansen, R",0.111111
830,"Chung, S",826,"Yu, H",0.111111
830,"Chung, S",827,"Greenbaum, D",0.111111
830,"Chung, S",828,"Kluger, Y",0.111111
830,"Chung, S",829,"Krogan, N",0.111111
831,"Emili, A",825,"Jansen, R",0.111111
831,"Emili, A",826,"Yu, H",0.111111
831,"Emili, A",827,"Greenbaum, D",0.111111
831,"Emili, A",828,"Kluger, Y",0.111111
831,"Emili, A",829,"Krogan, N",0.111111
831,"Emili, A",830,"Chung, S",0.111111
832,"Snyder, M",825,"Jansen, R",0.111111
832,"Snyder, M",826,"Yu, H",0.111111
832,"Snyder, M",827,"Greenbaum, D",0.111111
832,"Snyder, M",828,"Kluger, Y",0.111111
832,"Snyder, M",829,"Krogan, N",0.111111
832,"Snyder, M",830,"Chung, S",0.111111
832,"Snyder, M",831,"Emili, A",0.111111
833,"Greenblatt, J",825,"Jansen, R",0.111111
833,"Greenblatt, J",826,"Yu, H",0.111111
833,"Greenblatt, J",827,"Greenbaum, D",0.111111
833,"Greenblatt, J",828,"Kluger, Y",0.111111
833,"Greenblatt, J",829,"Krogan, N",0.111111
833,"Greenblatt, J",830,"Chung, S",0.111111
833,"Greenblatt, J",831,"Emili, A",0.111111
833,"Greenblatt, J",832,"Snyder, M",0.111111
834,"Gerstein, M",825,"Jansen, R",0.111111
834,"Gerstein, M",826,"Yu, H",0.111111
834,"Gerstein, M",827,"Greenbaum, D",0.111111
834,"Gerstein, M",828,"Kluger, Y",0.111111
834,"Gerstein, M",829,"Krogan, N",0.111111
834,"Gerstein, M",830,"Chung, S",0.111111
834,"Gerstein, M",831,"Emili, A",0.111111
834,"Gerstein, M",832,"Snyder, M",0.111111
834,"Gerstein, M",833,"Greenblatt, J",0.111111
836,"Luczak, T",835,"Janson, S",0.5
837,"Rucinski, A",835,"Janson, S",0.5
837,"Rucinski, A",836,"Luczak, T",0.5
839,"Mason, S",34,"Jeong, H",0.333333
839,"Mason, S",33,"Barabasi, A",0.333333
839,"Mason, S",54,"Oltvai, Z",0.333333
840,"Tombor, B",34,"Jeong, H",0.45
840,"Tombor, B",30,"Albert, R",0.25
840,"Tombor, B",54,"Oltvai, Z",0.45
840,"Tombor, B",33,"Barabasi, A",0.45
842,"Blumen, A",841,"Jespersen, S",1.5
843,"Sokolov, I",841,"Jespersen, S",0.5
843,"Sokolov, I",842,"Blumen, A",0.5
845,"Sano, M",844,"Jia, L",0.333333
846,"Lai, P",844,"Jia, L",0.333333
846,"Lai, P",845,"Sano, M",0.333333
847,"Chan, C",844,"Jia, L",0.333333
847,"Chan, C",845,"Sano, M",0.333333
847,"Chan, C",846,"Lai, P",0.333333
849,"Claramunt, C",848,"Jiang, B",1
851,"Lozadacassou, M",850,"Jiang, Y",0.5
852,"Vinet, A",850,"Jiang, Y",0.5
852,"Vinet, A",851,"Lozadacassou, M",0.5
853,"Jin, E",646,"Girvan, M",0.5
853,"Jin, E",78,"Newman, M",0.5
856,"Bascompte, J",855,"Jordano, P",0.5
857,"Olesen, J",855,"Jordano, P",0.5
857,"Olesen, J",856,"Bascompte, J",0.5
859,"Joy, M",106,"Jost, J",1
860,"Jouve, B",294,"Young, M",0.2
861,"Rosentiehl, P",860,"Jouve, B",0.5
862,"Imbert, M",860,"Jouve, B",0.5
862,"Imbert, M",861,"Rosentiehl, P",0.5
863,"Jung, S",654,"Kahng, B",0.5
864,"Kim, S",863,"Jung, S",0.5
864,"Kim, S",654,"Kahng, B",0.5
865,"Park, Y",654,"Kahng, B",0.5
865,"Park, Y",34,"Jeong, H",0.5
866,"Kalapala, V",371,"Moore, C",0.5
867,"Sanwalani, V",866,"Kalapala, V",0.5
867,"Sanwalani, V",371,"Moore, C",0.5
871,"Wolf, Y",870,"Karev, G",0.25
872,"Rzhetsky, A",870,"Karev, G",0.25
872,"Rzhetsky, A",871,"Wolf, Y",0.25
873,"Berezovskaya, F",870,"Karev, G",0.25
873,"Berezovskaya, F",871,"Wolf, Y",0.25
873,"Berezovskaya, F",872,"Rzhetsky, A",0.25
874,"Koonin, E",870,"Karev, G",0.25
874,"Koonin, E",871,"Wolf, Y",0.25
874,"Koonin, E",872,"Rzhetsky, A",0.25
874,"Koonin, E",873,"Berezovskaya, F",0.25
878,"Riley, M",877,"Karp, P",0.25
879,"Paley, S",877,"Karp, P",0.25
879,"Paley, S",878,"Riley, M",0.25
880,"Pellegrinitoole, A",877,"Karp, P",0.25
880,"Pellegrinitoole, A",878,"Riley, M",0.25
880,"Pellegrinitoole, A",879,"Paley, S",0.25
881,"Krummenacker, M",877,"Karp, P",0.25
881,"Krummenacker, M",878,"Riley, M",0.25
881,"Krummenacker, M",879,"Paley, S",0.25
881,"Krummenacker, M",880,"Pellegrinitoole, A",0.25
884,"Selman, B",883,"Kautz, H",0.5
885,"Shah, M",883,"Kautz, H",0.5
885,"Shah, M",884,"Selman, B",0.5
887,"White, S",886,"Kephart, J",1
889,"Ganesh, A",888,"Kermarrec, A",0.5
890,"Massoulie, L",888,"Kermarrec, A",0.5
890,"Massoulie, L",889,"Ganesh, A",0.5
892,"Chung, J",761,"Kim, B",0.2
892,"Chung, J",764,"Trusina, A",0.2
892,"Chung, J",756,"Holme, P",0.2
892,"Chung, J",765,"Minnhagen, P",0.2
892,"Chung, J",775,"Choi, M",0.2
893,"Kim, J",652,"Goh, K",0.333333
893,"Kim, J",654,"Kahng, B",0.666667
893,"Kim, J",655,"Kim, D",0.333333
893,"Kim, J",55,"Krapivsky, P",0.333333
893,"Kim, J",56,"Redner, S",0.333333
894,"Kinney, R",402,"Crucitti, P",0.333333
894,"Kinney, R",30,"Albert, R",0.333333
894,"Kinney, R",327,"Latora, V",0.333333
896,"Martinez, A",895,"Kinouchi, O",0.25
897,"Lima, G",895,"Kinouchi, O",0.25
897,"Lima, G",896,"Martinez, A",0.25
898,"Lourenc, G",895,"Kinouchi, O",0.25
898,"Lourenc, G",896,"Martinez, A",0.25
898,"Lourenc, G",897,"Lima, G",0.25
899,"Risaugusman, S",895,"Kinouchi, O",0.25
899,"Risaugusman, S",896,"Martinez, A",0.25
899,"Risaugusman, S",897,"Lima, G",0.25
899,"Risaugusman, S",898,"Lourenc, G",0.25
901,"Gelatt, C",900,"Kirkpatrick, S",0.5
902,"Vecchi, M",900,"Kirkpatrick, S",0.5
902,"Vecchi, M",901,"Gelatt, C",0.5
904,"Zhai, Y",903,"Kiss, I",0.5
905,"Hudson, J",903,"Kiss, I",0.5
905,"Hudson, J",904,"Zhai, Y",0.5
907,"Grenfell, B",906,"Kleczkowski, A",1
908,"Kumar, S",307,"Kleinberg, J",0.25
908,"Kumar, S",265,"Raghavan, P",0.25
908,"Kumar, S",266,"Rajagopalan, S",0.25
908,"Kumar, S",268,"Tomkins, A",0.25
910,"Bolen, J",909,"Klevecz, R",0.5
911,"Duran, O",909,"Klevecz, R",0.5
911,"Duran, O",910,"Bolen, J",0.5
913,"Potterat, J",912,"Klovdahl, A",0.2
914,"Woodhouse, D",912,"Klovdahl, A",0.2
914,"Woodhouse, D",913,"Potterat, J",0.342857
915,"Muth, J",912,"Klovdahl, A",0.2
915,"Muth, J",913,"Potterat, J",0.342857
915,"Muth, J",914,"Woodhouse, D",0.342857
916,"Muth, S",912,"Klovdahl, A",0.2
916,"Muth, S",913,"Potterat, J",0.985714
916,"Muth, S",914,"Woodhouse, D",0.342857
916,"Muth, S",915,"Muth, J",0.342857
917,"Darrow, W",912,"Klovdahl, A",0.2
917,"Darrow, W",913,"Potterat, J",0.2
917,"Darrow, W",914,"Woodhouse, D",0.2
917,"Darrow, W",915,"Muth, J",0.2
917,"Darrow, W",916,"Muth, S",0.2
918,"Klyachko, V",171,"Stevens, C",1
921,"Parlitz, U",920,"Kocarev, L",1
922,"Laurent, G",415,"Koch, C",1
924,"Norris, D",923,"Koch, M",0.5
925,"Hundgeorgiadis, M",923,"Koch, M",0.5
925,"Hundgeorgiadis, M",924,"Norris, D",0.5
926,"Paturi, R",177,"Komlos, J",1
927,"Ermentrout, B",243,"Kopell, N",1.25
930,"Milgram, S",929,"Korte, C",1
931,"Kotter, R",742,"Hilgetag, C",0.7
931,"Kotter, R",293,"Burns, G",0.4
931,"Kotter, R",743,"Oneill, M",0.2
931,"Kotter, R",294,"Young, M",0.4
932,"Stephan, K",931,"Kotter, R",1.9
932,"Stephan, K",742,"Hilgetag, C",0.7
932,"Stephan, K",293,"Burns, G",0.4
932,"Stephan, K",743,"Oneill, M",0.2
932,"Stephan, K",294,"Young, M",0.4
933,"Sommer, F",931,"Kotter, R",1
934,"Leyvraz, F",55,"Krapivsky, P",0.5
934,"Leyvraz, F",56,"Redner, S",0.5
935,"Krause, A",117,"Ulanowicz, R",0.25
936,"Frank, K",935,"Krause, A",0.25
936,"Frank, K",117,"Ulanowicz, R",0.25
937,"Mason, D",935,"Krause, A",0.25
937,"Mason, D",936,"Frank, K",0.25
937,"Mason, D",117,"Ulanowicz, R",0.25
938,"Taylor, W",935,"Krause, A",0.25
938,"Taylor, W",936,"Frank, K",0.25
938,"Taylor, W",937,"Mason, D",0.25
938,"Taylor, W",117,"Ulanowicz, R",0.25
940,"Kree, R",478,"Zippelius, A",1
942,"Vanduynhoven, Y",941,"Kretzschmar, M",0.5
943,"Severijnen, A",941,"Kretzschmar, M",0.5
943,"Severijnen, A",942,"Vanduynhoven, Y",0.5
944,"Sivakumar, D",263,"Kumar, R",0.2
944,"Sivakumar, D",265,"Raghavan, P",0.2
944,"Sivakumar, D",266,"Rajagopalan, S",0.2
944,"Sivakumar, D",268,"Tomkins, A",0.2
945,"Upfal, E",263,"Kumar, R",0.2
945,"Upfal, E",265,"Raghavan, P",0.2
945,"Upfal, E",266,"Rajagopalan, S",0.2
945,"Upfal, E",944,"Sivakumar, D",0.2
945,"Upfal, E",268,"Tomkins, A",0.2
946,"Zanette, D",1,"Kuperman, M",1
948,"Nakao, H",947,"Kuramoto, Y",1
950,"Moon, H",949,"Kwon, O",1
952,"Corbacho, F",951,"Lagofernandez, L",1.16667
953,"Huerta, R",951,"Lagofernandez, L",1.16667
953,"Huerta, R",952,"Corbacho, F",1.16667
954,"Siguenza, J",951,"Lagofernandez, L",0.666667
954,"Siguenza, J",953,"Huerta, R",0.666667
954,"Siguenza, J",952,"Corbacho, F",0.666667
955,"Lahtinen, J",194,"Kertesz, J",0.5
956,"Kaski, K",955,"Lahtinen, J",0.5
956,"Kaski, K",194,"Kertesz, J",1.08333
958,"Maxie, K",957,"Lawniczak, A",0.5
959,"Gerisch, A",957,"Lawniczak, A",0.5
959,"Gerisch, A",958,"Maxie, K",0.5
961,"Harrison, L",960,"Lee, L",0.5
962,"Mechelli, A",960,"Lee, L",0.5
962,"Mechelli, A",961,"Harrison, L",0.5
963,"Leone, M",517,"Vazquez, A",0.333333
963,"Leone, M",151,"Vespignani, A",0.333333
964,"Zecchina, R",963,"Leone, M",0.333333
964,"Zecchina, R",517,"Vazquez, A",0.333333
964,"Zecchina, R",151,"Vespignani, A",0.333333
966,"Quilichini, P",965,"Levanquyen, M",0.2
967,"Bernard, C",965,"Levanquyen, M",0.2
967,"Bernard, C",966,"Quilichini, P",0.2
968,"Esclapez, M",965,"Levanquyen, M",0.2
968,"Esclapez, M",966,"Quilichini, P",0.2
968,"Esclapez, M",967,"Bernard, C",0.2
969,"Benari, Y",965,"Levanquyen, M",0.2
969,"Benari, Y",966,"Quilichini, P",0.2
969,"Benari, Y",967,"Bernard, C",0.2
969,"Benari, Y",968,"Esclapez, M",0.2
970,"Gozlan, H",965,"Levanquyen, M",0.2
970,"Gozlan, H",966,"Quilichini, P",0.2
970,"Gozlan, H",967,"Bernard, C",0.2
970,"Gozlan, H",968,"Esclapez, M",0.2
970,"Gozlan, H",969,"Benari, Y",0.2
973,"Chen, G",972,"Li, C",1
973,"Chen, G",300,"Wang, X",1
975,"Hauert, C",974,"Lieberman, E",0.5
976,"Nowak, M",974,"Lieberman, E",0.5
976,"Nowak, M",975,"Hauert, C",0.5
976,"Nowak, M",88,"May, R",1
977,"Aberg, Y",758,"Liljeros, F",0.25
977,"Aberg, Y",757,"Edling, C",0.25
977,"Aberg, Y",69,"Amaral, L",0.25
977,"Aberg, Y",72,"Stanley, H",0.25
979,"Erneux, T",978,"Li, R",1
981,"Wand, H",980,"Li, S",0.5
982,"Ouyang, Q",980,"Li, S",0.5
982,"Ouyang, Q",981,"Wand, H",0.5
984,"Lai, Y",983,"Liu, Z",1
984,"Lai, Y",473,"Motter, A",2.16667
984,"Lai, Y",472,"Demoura, A",0.333333
985,"Hoppensteadt, F",983,"Liu, Z",0.5
985,"Hoppensteadt, F",984,"Lai, Y",0.833333
985,"Hoppensteadt, F",473,"Motter, A",0.333333
986,"Ye, N",983,"Liu, Z",0.5
986,"Ye, N",984,"Lai, Y",0.5
988,"Cai, X",987,"Li, W",1
989,"Li, X",973,"Chen, G",1
991,"Lloyd, A",88,"May, R",2
993,"Winzeler, E",992,"Lockhart, D",1
995,"Pauls, J",994,"Logothetis, N",0.25
996,"Augath, M",994,"Logothetis, N",0.25
996,"Augath, M",995,"Pauls, J",0.25
997,"Trinath, T",994,"Logothetis, N",0.25
997,"Trinath, T",995,"Pauls, J",0.25
997,"Trinath, T",996,"Augath, M",0.25
998,"Oeltermann, A",994,"Logothetis, N",0.25
998,"Oeltermann, A",995,"Pauls, J",0.25
998,"Oeltermann, A",996,"Augath, M",0.25
998,"Oeltermann, A",997,"Trinath, T",0.25
1000,"White, H",999,"Lorrain, F",1
1000,"White, H",913,"Potterat, J",0.142857
1000,"White, H",916,"Muth, S",0.142857
1000,"White, H",255,"Boorman, S",0.5
1000,"White, H",254,"Breiger, R",0.5
1002,"Lu, J",973,"Chen, G",0.833333
1003,"Yu, X",1002,"Lu, J",0.833333
1003,"Yu, X",973,"Chen, G",0.833333
1004,"Chen, D",1002,"Lu, J",0.333333
1004,"Chen, D",1003,"Yu, X",0.333333
1004,"Chen, D",973,"Chen, G",0.333333
1005,"Lusseau, D",78,"Newman, M",1
1007,"Chen, T",1006,"Lu, W",1
1008,"Macdonald, P",51,"Almaas, E",0.5
1008,"Macdonald, P",33,"Barabasi, A",0.5
1010,"Menzinger, M",1009,"Macgraw, P",1
1012,"Palsson, B",1011,"Mahadevan, R",1
1014,"Zeng, A",1013,"Ma, H",1
1016,"Mangan, S",62,"Alon, U",1.33333
1016,"Mangan, S",806,"Milo, R",0.333333
1018,"Sen, P",1017,"Manna, S",1.2
1021,"Rigon, R",127,"Maritan, A",0.25
1021,"Rigon, R",128,"Rinaldo, A",0.75
1022,"Giacometti, A",127,"Maritan, A",0.25
1022,"Giacometti, A",128,"Rinaldo, A",0.25
1022,"Giacometti, A",1021,"Rigon, R",0.25
1023,"Rodrigueziturbe, I",127,"Maritan, A",0.25
1023,"Rodrigueziturbe, I",128,"Rinaldo, A",1.75
1023,"Rodrigueziturbe, I",1021,"Rigon, R",0.75
1023,"Rodrigueziturbe, I",1022,"Giacometti, A",0.25
1024,"Marodi, M",53,"Vicsek, T",0.5
1025,"Dovidio, F",1024,"Marodi, M",0.5
1025,"Dovidio, F",53,"Vicsek, T",0.5
1026,"Marro, J",303,"Munoz, M",0.333333
1027,"Dickman, R",1026,"Marro, J",1
1028,"Martin, R",746,"Kaiser, M",0.333333
1028,"Martin, R",294,"Young, M",0.333333
1029,"Andras, P",1028,"Martin, R",0.333333
1029,"Andras, P",746,"Kaiser, M",0.333333
1029,"Andras, P",294,"Young, M",0.333333
1030,"Zaliznyak, A",550,"Maslov, S",0.5
1030,"Zaliznyak, A",121,"Sneppen, K",0.5
1032,"Marti, A",1031,"Masoller, C",1
1034,"Bahiana, M",1033,"Massunaga, M",1
1036,"Aihara, K",1035,"Masuda, N",1
1037,"Miwa, H",1035,"Masuda, N",0.5
1038,"Konno, N",1035,"Masuda, N",0.5
1038,"Konno, N",1037,"Miwa, H",0.5
1039,"Matthews, P",308,"Strogatz, S",0.5
1040,"Mirollo, R",1039,"Matthews, P",0.5
1040,"Mirollo, R",308,"Strogatz, S",1.5
1041,"Vallone, A",224,"Maza, D",0.333333
1041,"Vallone, A",218,"Mancini, H",0.333333
1041,"Vallone, A",216,"Boccaletti, S",0.333333
1043,"Hastings, A",1042,"Mccann, K",0.5
1044,"Huxel, G",1042,"Mccann, K",0.5
1044,"Huxel, G",1043,"Hastings, A",0.5
1045,"Mcgraw, P",1010,"Menzinger, M",1
1046,"Meester, R",482,"Roy, R",1
1047,"Mehring, C",12,"Aertsen, A",0.25
1048,"Hehl, U",1047,"Mehring, C",0.25
1048,"Hehl, U",12,"Aertsen, A",0.25
1049,"Kubo, M",1047,"Mehring, C",0.25
1049,"Kubo, M",1048,"Hehl, U",0.25
1049,"Kubo, M",12,"Aertsen, A",0.25
1050,"Diesmann, M",1047,"Mehring, C",0.25
1050,"Diesmann, M",1048,"Hehl, U",0.25
1050,"Diesmann, M",1049,"Kubo, M",0.25
1050,"Diesmann, M",12,"Aertsen, A",0.25
1053,"Persson, O",1052,"Melin, G",1
1055,"Belew, R",1054,"Menczer, F",1
1056,"Pant, G",1054,"Menczer, F",0.333333
1057,"Ruiz, M",1054,"Menczer, F",0.333333
1057,"Ruiz, M",1056,"Pant, G",0.333333
1058,"Srinivasan, P",1054,"Menczer, F",0.333333
1058,"Srinivasan, P",1056,"Pant, G",0.333333
1058,"Srinivasan, P",1057,"Ruiz, M",0.333333
1061,"Frishman, D",1060,"Mewes, H",0.111111
1062,"Guldener, U",1060,"Mewes, H",0.111111
1062,"Guldener, U",1061,"Frishman, D",0.111111
1063,"Mannhaupt, G",1060,"Mewes, H",0.111111
1063,"Mannhaupt, G",1061,"Frishman, D",0.111111
1063,"Mannhaupt, G",1062,"Guldener, U",0.111111
1064,"Mayer, K",1060,"Mewes, H",0.111111
1064,"Mayer, K",1061,"Frishman, D",0.111111
1064,"Mayer, K",1062,"Guldener, U",0.111111
1064,"Mayer, K",1063,"Mannhaupt, G",0.111111
1065,"Mokrejs, M",1060,"Mewes, H",0.111111
1065,"Mokrejs, M",1061,"Frishman, D",0.111111
1065,"Mokrejs, M",1062,"Guldener, U",0.111111
1065,"Mokrejs, M",1063,"Mannhaupt, G",0.111111
1065,"Mokrejs, M",1064,"Mayer, K",0.111111
1066,"Morgenstern, B",1060,"Mewes, H",0.111111
1066,"Morgenstern, B",1061,"Frishman, D",0.111111
1066,"Morgenstern, B",1062,"Guldener, U",0.111111
1066,"Morgenstern, B",1063,"Mannhaupt, G",0.111111
1066,"Morgenstern, B",1064,"Mayer, K",0.111111
1066,"Morgenstern, B",1065,"Mokrejs, M",0.111111
1067,"Munsterkotter, M",1060,"Mewes, H",0.111111
